PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,SurvivedStr,FareLog2
76,0,3,male,25.0,0,0,7.65,S,No,2.9354597478052895
79,1,2,male,0.83,0,2,29.0,S,Yes,4.857980995127572
80,1,3,female,30.0,0,0,12.475,S,Yes,3.640967910449898
81,0,3,male,22.0,0,0,9.0,S,No,3.169925001442312
82,1,3,male,29.0,0,0,9.5,S,Yes,3.2479275134435857
84,0,1,male,28.0,0,0,47.1,S,No,5.5576551547254205
85,1,2,female,17.0,0,0,10.5,S,Yes,3.3923174227787602
86,1,3,female,33.0,3,0,15.85,S,Yes,3.986410935252045
87,0,3,male,16.0,1,3,34.375,S,No,5.103287808412022
89,1,1,female,23.0,3,2,263.0,S,Yes,8.038918989292302
90,0,3,male,24.0,0,0,8.05,S,No,3.0089887832272546
91,0,3,male,29.0,0,0,8.05,S,No,3.0089887832272546
92,0,3,male,20.0,0,0,7.8542,S,No,2.97346433537819
93,0,1,male,46.0,1,0,61.175,S,No,5.934870291192027
94,0,3,male,26.0,1,2,20.575,S,No,4.362820525534263
95,0,3,male,59.0,0,0,7.25,S,No,2.8579809951275723
97,0,1,male,71.0,0,0,34.6542,C,No,5.114958308778566
98,1,1,male,23.0,0,1,63.3583,C,Yes,5.985461721111822
99,1,2,female,34.0,0,1,23.0,S,Yes,4.523561956057013
100,0,2,male,34.0,1,0,26.0,S,No,4.700439718141092
101,0,3,female,28.0,0,0,7.8958,S,No,2.981085446903925
103,0,1,male,21.0,0,1,77.2875,S,No,6.27216319537305
104,0,3,male,33.0,0,0,8.6542,S,No,3.113400462067183
105,0,3,male,37.0,2,0,7.925,S,No,2.986410935252045
106,0,3,male,28.0,0,0,7.8958,S,No,2.981085446903925
107,1,3,female,21.0,0,0,7.65,S,Yes,2.9354597478052895
109,0,3,male,38.0,0,0,7.8958,S,No,2.981085446903925
111,0,1,male,47.0,0,0,52.0,S,No,5.700439718141092
112,0,3,female,14.5,1,0,14.4542,C,No,3.8534168567309104
113,0,3,male,22.0,0,0,8.05,S,No,3.0089887832272546
114,0,3,female,20.0,1,0,9.825,S,No,3.296457407371244
115,0,3,female,17.0,0,0,14.4583,C,No,3.8538260257551937
116,0,3,male,21.0,0,0,7.925,S,No,2.986410935252045
117,0,3,male,70.5,0,0,7.75,Q,No,2.9541963103868754
118,0,2,male,29.0,1,0,21.0,S,No,4.392317422778761
119,0,1,male,24.0,0,1,247.5208,C,No,7.951405954546675
120,0,3,female,2.0,4,2,31.275,S,No,4.966937979278457
121,0,2,male,21.0,2,0,73.5,S,No,6.199672344836364
123,0,2,male,32.5,1,0,30.0708,C,No,4.91029134459775
124,1,2,female,32.5,0,0,13.0,S,Yes,3.700439718141092
125,0,1,male,54.0,0,1,77.2875,S,No,6.27216319537305
126,1,3,male,12.0,1,0,11.2417,C,Yes,3.490788315154136
128,1,3,male,24.0,0,0,7.1417,S,Yes,2.8362675321874073
130,0,3,male,45.0,0,0,6.975,S,No,2.8021932169418253
131,0,3,male,33.0,0,0,7.8958,C,No,2.981085446903925
132,0,3,male,20.0,0,0,7.05,S,No,2.817623257511431
133,0,3,female,47.0,1,0,14.5,S,No,3.8579809951275723
134,1,2,female,29.0,1,0,26.0,S,Yes,4.700439718141092
135,0,2,male,25.0,0,0,13.0,S,No,3.700439718141092
136,0,2,male,23.0,0,0,15.0458,C,No,3.9112889131138373
137,1,1,female,19.0,0,2,26.2833,S,Yes,4.71607451951052
138,0,1,male,37.0,1,0,53.1,S,No,5.730639955916791
139,0,3,male,16.0,0,0,9.2167,S,No,3.204250292320337
140,0,1,male,24.0,0,0,79.2,C,No,6.307428525192248
142,1,3,female,22.0,0,0,7.75,S,Yes,2.9541963103868754
143,1,3,female,24.0,1,0,15.85,S,Yes,3.986410935252045
144,0,3,male,19.0,0,0,6.75,Q,No,2.7548875021634687
145,0,2,male,18.0,0,0,11.5,S,No,3.523561956057013
146,0,2,male,19.0,1,1,36.75,S,No,5.199672344836364
147,1,3,male,27.0,0,0,7.7958,S,Yes,2.9626970789604314
148,0,3,female,9.0,2,2,34.375,S,No,5.103287808412022
149,0,2,male,36.5,0,2,26.0,S,No,4.700439718141092
150,0,2,male,42.0,0,0,13.0,S,No,3.700439718141092
151,0,2,male,51.0,0,0,12.525,S,No,3.6467386983078462
152,1,1,female,22.0,1,0,66.6,S,Yes,6.0574502721839
153,0,3,male,55.5,0,0,8.05,S,No,3.0089887832272546
154,0,3,male,40.5,0,2,14.5,S,No,3.8579809951275723
156,0,1,male,51.0,0,1,61.3792,C,No,5.939677937114794
157,1,3,female,16.0,0,0,7.7333,Q,Yes,2.9510841809925443
158,0,3,male,30.0,0,0,8.05,S,No,3.0089887832272546
161,0,3,male,44.0,0,1,16.1,S,No,4.008988783227255
162,1,2,female,40.0,0,0,15.75,S,Yes,3.9772799234999163
163,0,3,male,26.0,0,0,7.775,S,No,2.95884267524324
164,0,3,male,17.0,0,0,8.6625,S,No,3.1147834472498515
165,0,3,male,1.0,4,1,39.6875,S,No,5.310612781659528
166,1,3,male,9.0,0,2,20.525,S,Yes,4.359310316890443
168,0,3,female,45.0,1,4,27.9,S,No,4.802193216941825
170,0,3,male,28.0,0,0,56.4958,S,No,5.820071713841798
171,0,1,male,61.0,0,0,33.5,S,No,5.066089190457772
172,0,3,male,4.0,4,1,29.125,Q,No,4.864186144654281
173,1,3,female,1.0,1,1,11.1333,S,Yes,3.4768093774128372
174,0,3,male,21.0,0,0,7.925,S,No,2.986410935252045
175,0,1,male,56.0,0,0,30.6958,C,No,4.9399693650205805
176,0,3,male,18.0,1,1,7.8542,S,No,2.97346433537819
178,0,1,female,50.0,0,0,28.7125,C,No,4.843607046490561
179,0,2,male,30.0,0,0,13.0,S,No,3.700439718141092
180,0,3,male,36.0,0,0,0.0,S,No,-inf
183,0,3,male,9.0,4,2,31.3875,S,No,4.9721182183841375
184,1,2,male,1.0,2,1,39.0,S,Yes,5.285402218862249
185,1,3,female,4.0,0,2,22.025,S,Yes,4.461070114033051
188,1,1,male,45.0,0,0,26.55,S,Yes,4.730639955916791
189,0,3,male,40.0,1,1,15.5,Q,No,3.9541963103868754
190,0,3,male,36.0,0,0,7.8958,S,No,2.981085446903925
191,1,2,female,32.0,0,0,13.0,S,Yes,3.700439718141092
192,0,2,male,19.0,0,0,13.0,S,No,3.700439718141092
193,1,3,female,19.0,1,0,7.8542,S,Yes,2.97346433537819
194,1,2,male,3.0,1,1,26.0,S,Yes,4.700439718141092
195,1,1,female,44.0,0,0,27.7208,C,Yes,4.792896987982205
196,1,1,female,58.0,0,0,146.5208,C,Yes,7.194961673035131
198,0,3,male,42.0,0,1,8.4042,S,No,3.071110495135052
200,0,2,female,24.0,0,0,13.0,S,No,3.700439718141092
201,0,3,male,28.0,0,0,9.5,S,No,3.2479275134435857
203,0,3,male,34.0,0,0,6.4958,S,No,2.699507213888535
204,0,3,male,45.5,0,0,7.225,C,No,2.8529975876133165
205,1,3,male,18.0,0,0,8.05,S,Yes,3.0089887832272546
206,0,3,female,2.0,0,1,10.4625,S,No,3.3871557176629814
207,0,3,male,32.0,1,0,15.85,S,No,3.986410935252045
208,1,3,male,26.0,0,0,18.7875,C,Yes,4.231701199029002
209,1,3,female,16.0,0,0,7.75,Q,Yes,2.9541963103868754
210,1,1,male,40.0,0,0,31.0,C,Yes,4.954196310386875
211,0,3,male,24.0,0,0,7.05,S,No,2.817623257511431
212,1,2,female,35.0,0,0,21.0,S,Yes,4.392317422778761
213,0,3,male,22.0,0,0,7.25,S,No,2.8579809951275723
214,0,2,male,30.0,0,0,13.0,S,No,3.700439718141092
216,1,1,female,31.0,1,0,113.275,C,Yes,6.823685680626027
217,1,3,female,27.0,0,0,7.925,S,Yes,2.986410935252045
218,0,2,male,42.0,1,0,27.0,S,No,4.754887502163468
219,1,1,female,32.0,0,0,76.2917,C,Yes,6.253454205417951
220,0,2,male,30.0,0,0,10.5,S,No,3.3923174227787602
221,1,3,male,16.0,0,0,8.05,S,Yes,3.0089887832272546
222,0,2,male,27.0,0,0,13.0,S,No,3.700439718141092
223,0,3,male,51.0,0,0,8.05,S,No,3.0089887832272546
225,1,1,male,38.0,1,0,90.0,S,Yes,6.491853096329675
226,0,3,male,22.0,0,0,9.35,S,No,3.2249663650002742
227,1,2,male,19.0,0,0,10.5,S,Yes,3.3923174227787602
228,0,3,male,20.5,0,0,7.25,S,No,2.8579809951275723
229,0,2,male,18.0,0,0,13.0,S,No,3.700439718141092
231,1,1,female,35.0,1,0,83.475,S,Yes,6.383272283175753
232,0,3,male,29.0,0,0,7.775,S,No,2.95884267524324
233,0,2,male,59.0,0,0,13.5,S,No,3.7548875021634687
234,1,3,female,5.0,4,2,31.3875,S,Yes,4.9721182183841375
235,0,2,male,24.0,0,0,10.5,S,No,3.3923174227787602
237,0,2,male,44.0,1,0,26.0,S,No,4.700439718141092
238,1,2,female,8.0,0,2,26.25,S,Yes,4.714245517666122
239,0,2,male,19.0,0,0,10.5,S,No,3.3923174227787602
240,0,2,male,33.0,0,0,12.275,S,No,3.6176511194273306
243,0,2,male,29.0,0,0,10.5,S,No,3.3923174227787602
244,0,3,male,22.0,0,0,7.125,S,No,2.8328900141647417
245,0,3,male,30.0,0,0,7.225,C,No,2.8529975876133165
246,0,1,male,44.0,2,0,90.0,Q,No,6.491853096329675
247,0,3,female,25.0,0,0,7.775,S,No,2.95884267524324
248,1,2,female,24.0,0,2,14.5,S,Yes,3.8579809951275723
249,1,1,male,37.0,1,1,52.5542,S,Yes,5.715734160255453
250,0,2,male,54.0,1,0,26.0,S,No,4.700439718141092
252,0,3,female,29.0,1,1,10.4625,S,No,3.3871557176629814
253,0,1,male,62.0,0,0,26.55,S,No,4.730639955916791
254,0,3,male,30.0,1,0,16.1,S,No,4.008988783227255
255,0,3,female,41.0,0,2,20.2125,S,No,4.337175868586299
256,1,3,female,29.0,0,2,15.2458,C,Yes,3.930339950433508
258,1,1,female,30.0,0,0,86.5,S,Yes,6.434628227636725
259,1,1,female,35.0,0,0,512.3292,C,Yes,9.000927309743414
260,1,2,female,50.0,0,1,26.0,S,Yes,4.700439718141092
262,1,3,male,3.0,4,2,31.3875,S,Yes,4.9721182183841375
263,0,1,male,52.0,1,1,79.65,S,No,6.315602456637947
264,0,1,male,40.0,0,0,0.0,S,No,-inf
266,0,2,male,36.0,0,0,10.5,S,No,3.3923174227787602
267,0,3,male,16.0,4,1,39.6875,S,No,5.310612781659528
268,1,3,male,25.0,1,0,7.775,S,Yes,2.95884267524324
269,1,1,female,58.0,0,1,153.4625,S,Yes,7.261742352382909
270,1,1,female,35.0,0,0,135.6333,S,Yes,7.0835676149075075
272,1,3,male,25.0,0,0,0.0,S,Yes,-inf
273,1,2,female,41.0,0,1,19.5,S,Yes,4.285402218862249
274,0,1,male,37.0,0,1,29.7,C,No,4.892391025913404
276,1,1,female,63.0,1,0,77.9583,S,Yes,6.284630725653631
277,0,3,female,45.0,0,0,7.75,S,No,2.9541963103868754
279,0,3,male,7.0,4,1,29.125,Q,No,4.864186144654281
280,1,3,female,35.0,1,1,20.25,S,Yes,4.339850002884624
281,0,3,male,65.0,0,0,7.75,Q,No,2.9541963103868754
282,0,3,male,28.0,0,0,7.8542,S,No,2.97346433537819
283,0,3,male,16.0,0,0,9.5,S,No,3.2479275134435857
284,1,3,male,19.0,0,0,8.05,S,Yes,3.0089887832272546
286,0,3,male,33.0,0,0,8.6625,C,No,3.1147834472498515
287,1,3,male,30.0,0,0,9.5,S,Yes,3.2479275134435857
288,0,3,male,22.0,0,0,7.8958,S,No,2.981085446903925
289,1,2,male,42.0,0,0,13.0,S,Yes,3.700439718141092
290,1,3,female,22.0,0,0,7.75,Q,Yes,2.9541963103868754
291,1,1,female,26.0,0,0,78.85,S,Yes,6.301038849903148
292,1,1,female,19.0,1,0,91.0792,C,Yes,6.509049714413045
293,0,2,male,36.0,0,0,12.875,C,No,3.6865005271832185
294,0,3,female,24.0,0,0,8.85,S,No,3.145677455195635
295,0,3,male,24.0,0,0,7.8958,S,No,2.981085446903925
297,0,3,male,23.5,0,0,7.2292,C,No,2.8538360040379223
298,0,1,female,2.0,1,2,151.55,S,No,7.2436500418969665
300,1,1,female,50.0,0,1,247.5208,C,Yes,7.951405954546675
303,0,3,male,19.0,0,0,0.0,S,No,-inf
306,1,1,male,0.92,1,2,151.55,S,Yes,7.2436500418969665
308,1,1,female,17.0,1,0,108.9,C,Yes,6.766860143829545
309,0,2,male,30.0,1,0,24.0,C,No,4.584962500721156
310,1,1,female,30.0,0,0,56.9292,C,Yes,5.831096921225554
311,1,1,female,24.0,0,0,83.1583,C,Yes,6.377788360459327
312,1,1,female,18.0,2,2,262.375,C,Yes,8.035486451292154
313,0,2,female,26.0,1,1,26.0,S,No,4.700439718141092
314,0,3,male,28.0,0,0,7.8958,S,No,2.981085446903925
315,0,2,male,43.0,1,1,26.25,S,No,4.714245517666122
316,1,3,female,26.0,0,0,7.8542,S,Yes,2.97346433537819
317,1,2,female,24.0,1,0,26.0,S,Yes,4.700439718141092
318,0,2,male,54.0,0,0,14.0,S,No,3.807354922057604
319,1,1,female,31.0,0,2,164.8667,S,Yes,7.365156220470642
320,1,1,female,40.0,1,1,134.5,C,Yes,7.071462362556624
321,0,3,male,22.0,0,0,7.25,S,No,2.8579809951275723
322,0,3,male,27.0,0,0,7.8958,S,No,2.981085446903925
323,1,2,female,30.0,0,0,12.35,Q,Yes,3.626439136697315
324,1,2,female,22.0,1,1,29.0,S,Yes,4.857980995127572
326,1,1,female,36.0,0,0,135.6333,C,Yes,7.0835676149075075
327,0,3,male,61.0,0,0,6.2375,S,No,2.640967910449898
328,1,2,female,36.0,0,0,13.0,S,Yes,3.700439718141092
329,1,3,female,31.0,1,1,20.525,S,Yes,4.359310316890443
330,1,1,female,16.0,0,1,57.9792,C,Yes,5.857463522043222
332,0,1,male,45.5,0,0,28.5,S,No,4.832890014164741
333,0,1,male,38.0,0,1,153.4625,S,No,7.261742352382909
334,0,3,male,16.0,2,0,18.0,S,No,4.169925001442312
337,0,1,male,29.0,1,0,66.6,S,No,6.0574502721839
338,1,1,female,41.0,0,0,134.5,C,Yes,7.071462362556624
339,1,3,male,45.0,0,0,8.05,S,Yes,3.0089887832272546
340,0,1,male,45.0,0,0,35.5,S,No,5.149747119504682
341,1,2,male,2.0,1,1,26.0,S,Yes,4.700439718141092
342,1,1,female,24.0,3,2,263.0,S,Yes,8.038918989292302
343,0,2,male,28.0,0,0,13.0,S,No,3.700439718141092
344,0,2,male,25.0,0,0,13.0,S,No,3.700439718141092
345,0,2,male,36.0,0,0,13.0,S,No,3.700439718141092
346,1,2,female,24.0,0,0,13.0,S,Yes,3.700439718141092
347,1,2,female,40.0,0,0,13.0,S,Yes,3.700439718141092
349,1,3,male,3.0,1,1,15.9,S,Yes,3.990954860396993
350,0,3,male,42.0,0,0,8.6625,S,No,3.1147834472498515
351,0,3,male,23.0,0,0,9.225,S,No,3.2055489111730338
353,0,3,male,15.0,1,1,7.2292,C,No,2.8538360040379223
354,0,3,male,25.0,1,0,17.8,S,No,4.153805336079036
356,0,3,male,28.0,0,0,9.5,S,No,3.2479275134435857
357,1,1,female,22.0,0,1,55.0,S,Yes,5.78135971352466
358,0,2,female,38.0,0,0,13.0,S,No,3.700439718141092
361,0,3,male,40.0,1,4,27.9,S,No,4.802193216941825
362,0,2,male,29.0,1,0,27.7208,C,No,4.792896987982205
363,0,3,female,45.0,0,1,14.4542,C,No,3.8534168567309104
364,0,3,male,35.0,0,0,7.05,S,No,2.817623257511431
366,0,3,male,30.0,0,0,7.25,S,No,2.8579809951275723
367,1,1,female,60.0,1,0,75.25,C,Yes,6.233619676759702
370,1,1,female,24.0,0,0,69.3,C,Yes,6.1147834472498515
371,1,1,male,25.0,1,0,55.4417,C,Yes,5.792899590168542
372,0,3,male,18.0,1,0,6.4958,S,No,2.699507213888535
373,0,3,male,19.0,0,0,8.05,S,No,3.0089887832272546
374,0,1,male,22.0,0,0,135.6333,C,No,7.0835676149075075
375,0,3,female,3.0,3,1,21.075,S,No,4.39746072605472
377,1,3,female,22.0,0,0,7.25,S,Yes,2.8579809951275723
378,0,1,male,27.0,0,2,211.5,C,No,7.72451385311995
379,0,3,male,20.0,0,0,4.0125,C,No,2.004501392234941
380,0,3,male,19.0,0,0,7.775,S,No,2.95884267524324
381,1,1,female,42.0,0,0,227.525,C,Yes,7.829881264292403
382,1,3,female,1.0,0,2,15.7417,C,Yes,3.9765194457158244
383,0,3,male,32.0,0,0,7.925,S,No,2.986410935252045
384,1,1,female,35.0,1,0,52.0,S,Yes,5.700439718141092
386,0,2,male,18.0,0,0,73.5,S,No,6.199672344836364
387,0,3,male,1.0,5,2,46.9,S,No,5.551516017628014
388,1,2,female,36.0,0,0,13.0,S,Yes,3.700439718141092
390,1,2,female,17.0,0,0,12.0,C,Yes,3.584962500721156
391,1,1,male,36.0,1,2,120.0,S,Yes,6.906890595608519
392,1,3,male,21.0,0,0,7.7958,S,Yes,2.9626970789604314
393,0,3,male,28.0,2,0,7.925,S,No,2.986410935252045
394,1,1,female,23.0,1,0,113.275,C,Yes,6.823685680626027
395,1,3,female,24.0,0,2,16.7,S,Yes,4.06177619758669
396,0,3,male,22.0,0,0,7.7958,S,No,2.9626970789604314
397,0,3,female,31.0,0,0,7.8542,S,No,2.97346433537819
398,0,2,male,46.0,0,0,26.0,S,No,4.700439718141092
399,0,2,male,23.0,0,0,10.5,S,No,3.3923174227787602
400,1,2,female,28.0,0,0,12.65,S,Yes,3.6610654798069477
401,1,3,male,39.0,0,0,7.925,S,Yes,2.986410935252045
402,0,3,male,26.0,0,0,8.05,S,No,3.0089887832272546
403,0,3,female,21.0,1,0,9.825,S,No,3.296457407371244
404,0,3,male,28.0,1,0,15.85,S,No,3.986410935252045
405,0,3,female,20.0,0,0,8.6625,S,No,3.1147834472498515
406,0,2,male,34.0,1,0,21.0,S,No,4.392317422778761
407,0,3,male,51.0,0,0,7.75,S,No,2.9541963103868754
408,1,2,male,3.0,1,1,18.75,S,Yes,4.22881869049588
409,0,3,male,21.0,0,0,7.775,S,No,2.95884267524324
413,1,1,female,33.0,1,0,90.0,Q,Yes,6.491853096329675
415,1,3,male,44.0,0,0,7.925,S,Yes,2.986410935252045
417,1,2,female,34.0,1,1,32.5,S,Yes,5.022367813028454
418,1,2,female,18.0,0,2,13.0,S,Yes,3.700439718141092
419,0,2,male,30.0,0,0,13.0,S,No,3.700439718141092
420,0,3,female,10.0,0,2,24.15,S,No,4.593951283948411
422,0,3,male,21.0,0,0,7.7333,Q,No,2.9510841809925443
423,0,3,male,29.0,0,0,7.875,S,No,2.9772799234999163
424,0,3,female,28.0,1,1,14.4,S,No,3.84799690655495
425,0,3,male,18.0,1,1,20.2125,S,No,4.337175868586299
427,1,2,female,28.0,1,0,26.0,S,Yes,4.700439718141092
428,1,2,female,19.0,0,0,26.0,S,Yes,4.700439718141092
430,1,3,male,32.0,0,0,8.05,S,Yes,3.0089887832272546
431,1,1,male,28.0,0,0,26.55,S,Yes,4.730639955916791
433,1,2,female,42.0,1,0,26.0,S,Yes,4.700439718141092
434,0,3,male,17.0,0,0,7.125,S,No,2.8328900141647417
435,0,1,male,50.0,1,0,55.9,S,No,5.804776377955828
436,1,1,female,14.0,1,2,120.0,S,Yes,6.906890595608519
437,0,3,female,21.0,2,2,34.375,S,No,5.103287808412022
438,1,2,female,24.0,2,3,18.75,S,Yes,4.22881869049588
439,0,1,male,64.0,1,4,263.0,S,No,8.038918989292302
440,0,2,male,31.0,0,0,10.5,S,No,3.3923174227787602
441,1,2,female,45.0,1,1,26.25,S,Yes,4.714245517666122
442,0,3,male,20.0,0,0,9.5,S,No,3.2479275134435857
443,0,3,male,25.0,1,0,7.775,S,No,2.95884267524324
444,1,2,female,28.0,0,0,13.0,S,Yes,3.700439718141092
446,1,1,male,4.0,0,2,81.8583,S,Yes,6.355056800673534
447,1,2,female,13.0,0,1,19.5,S,Yes,4.285402218862249
448,1,1,male,34.0,0,0,26.55,S,Yes,4.730639955916791
449,1,3,female,5.0,2,1,19.2583,C,Yes,4.267408451764712
450,1,1,male,52.0,0,0,30.5,S,Yes,4.930737337562887
451,0,2,male,36.0,1,2,27.75,S,No,4.794415866350106
453,0,1,male,30.0,0,0,27.75,C,No,4.794415866350106
454,1,1,male,49.0,1,0,89.1042,C,Yes,6.4774215308586225
456,1,3,male,29.0,0,0,7.8958,C,Yes,2.981085446903925
457,0,1,male,65.0,0,0,26.55,S,No,4.730639955916791
459,1,2,female,50.0,0,0,10.5,S,Yes,3.3923174227787602
461,1,1,male,48.0,0,0,26.55,S,Yes,4.730639955916791
462,0,3,male,34.0,0,0,8.05,S,No,3.0089887832272546
463,0,1,male,47.0,0,0,38.5,S,No,5.266786540694901
464,0,2,male,48.0,0,0,13.0,S,No,3.700439718141092
466,0,3,male,38.0,0,0,7.05,S,No,2.817623257511431
468,0,1,male,56.0,0,0,26.55,S,No,4.730639955916791
470,1,3,female,0.75,2,1,19.2583,C,Yes,4.267408451764712
472,0,3,male,38.0,0,0,8.6625,S,No,3.1147834472498515
473,1,2,female,33.0,1,2,27.75,S,Yes,4.794415866350106
474,1,2,female,23.0,0,0,13.7917,C,Yes,3.7857283929580796
475,0,3,female,22.0,0,0,9.8375,S,No,3.2982917306201243
477,0,2,male,34.0,1,0,21.0,S,No,4.392317422778761
478,0,3,male,29.0,1,0,7.0458,S,No,2.8167635234983135
479,0,3,male,22.0,0,0,7.5208,S,No,2.910886131935597
480,1,3,female,2.0,0,1,12.2875,S,Yes,3.6191195114532184
481,0,3,male,9.0,5,2,46.9,S,No,5.551516017628014
483,0,3,male,50.0,0,0,8.05,S,No,3.0089887832272546
484,1,3,female,63.0,0,0,9.5875,S,Yes,3.261154672615571
485,1,1,male,25.0,1,0,91.0792,C,Yes,6.509049714413045
487,1,1,female,35.0,1,0,90.0,S,Yes,6.491853096329675
488,0,1,male,58.0,0,0,29.7,C,No,4.892391025913404
489,0,3,male,30.0,0,0,8.05,S,No,3.0089887832272546
490,1,3,male,9.0,1,1,15.9,S,Yes,3.990954860396993
492,0,3,male,21.0,0,0,7.25,S,No,2.8579809951275723
493,0,1,male,55.0,0,0,30.5,S,No,4.930737337562887
494,0,1,male,71.0,0,0,49.5042,C,No,5.629479025375049
495,0,3,male,21.0,0,0,8.05,S,No,3.0089887832272546
497,1,1,female,54.0,1,0,78.2667,C,Yes,6.2903267119371105
499,0,1,female,25.0,1,2,151.55,S,No,7.2436500418969665
500,0,3,male,24.0,0,0,7.7958,S,No,2.9626970789604314
501,0,3,male,17.0,0,0,8.6625,S,No,3.1147834472498515
502,0,3,female,21.0,0,0,7.75,Q,No,2.9541963103868754
504,0,3,female,37.0,0,0,9.5875,S,No,3.261154672615571
505,1,1,female,16.0,0,0,86.5,S,Yes,6.434628227636725
506,0,1,male,18.0,1,0,108.9,C,No,6.766860143829545
507,1,2,female,33.0,0,2,26.0,S,Yes,4.700439718141092
509,0,3,male,28.0,0,0,22.525,S,No,4.493455200926176
510,1,3,male,26.0,0,0,56.4958,S,Yes,5.820071713841798
511,1,3,male,29.0,0,0,7.75,Q,Yes,2.9541963103868754
513,1,1,male,36.0,0,0,26.2875,S,Yes,4.716305039844417
514,1,1,female,54.0,1,0,59.4,C,Yes,5.892391025913404
515,0,3,male,24.0,0,0,7.4958,S,No,2.9060824600865494
516,0,1,male,47.0,0,0,34.0208,S,No,5.088345161299084
517,1,2,female,34.0,0,0,10.5,S,Yes,3.3923174227787602
519,1,2,female,36.0,1,0,26.0,S,Yes,4.700439718141092
520,0,3,male,32.0,0,0,7.8958,S,No,2.981085446903925
521,1,1,female,30.0,0,0,93.5,S,Yes,6.546894459887636
