PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,SurvivedStr,FareLog2
264,0,1,male,40.0,0,0,0.0,S,No,-inf
266,0,2,male,36.0,0,0,10.5,S,No,3.3923174227787602
267,0,3,male,16.0,4,1,39.6875,S,No,5.310612781659528
274,0,1,male,37.0,0,1,29.7,C,No,4.892391025913404
277,0,3,female,45.0,0,0,7.75,S,No,2.9541963103868754
279,0,3,male,7.0,4,1,29.125,Q,No,4.864186144654281
281,0,3,male,65.0,0,0,7.75,Q,No,2.9541963103868754
282,0,3,male,28.0,0,0,7.8542,S,No,2.97346433537819
283,0,3,male,16.0,0,0,9.5,S,No,3.2479275134435857
286,0,3,male,33.0,0,0,8.6625,C,No,3.1147834472498515
288,0,3,male,22.0,0,0,7.8958,S,No,2.981085446903925
293,0,2,male,36.0,0,0,12.875,C,No,3.6865005271832185
294,0,3,female,24.0,0,0,8.85,S,No,3.145677455195635
295,0,3,male,24.0,0,0,7.8958,S,No,2.981085446903925
297,0,3,male,23.5,0,0,7.2292,C,No,2.8538360040379223
298,0,1,female,2.0,1,2,151.55,S,No,7.2436500418969665
303,0,3,male,19.0,0,0,0.0,S,No,-inf
309,0,2,male,30.0,1,0,24.0,C,No,4.584962500721156
313,0,2,female,26.0,1,1,26.0,S,No,4.700439718141092
314,0,3,male,28.0,0,0,7.8958,S,No,2.981085446903925
315,0,2,male,43.0,1,1,26.25,S,No,4.714245517666122
318,0,2,male,54.0,0,0,14.0,S,No,3.807354922057604
321,0,3,male,22.0,0,0,7.25,S,No,2.8579809951275723
322,0,3,male,27.0,0,0,7.8958,S,No,2.981085446903925
327,0,3,male,61.0,0,0,6.2375,S,No,2.640967910449898
332,0,1,male,45.5,0,0,28.5,S,No,4.832890014164741
333,0,1,male,38.0,0,1,153.4625,S,No,7.261742352382909
334,0,3,male,16.0,2,0,18.0,S,No,4.169925001442312
337,0,1,male,29.0,1,0,66.6,S,No,6.0574502721839
340,0,1,male,45.0,0,0,35.5,S,No,5.149747119504682
343,0,2,male,28.0,0,0,13.0,S,No,3.700439718141092
344,0,2,male,25.0,0,0,13.0,S,No,3.700439718141092
345,0,2,male,36.0,0,0,13.0,S,No,3.700439718141092
350,0,3,male,42.0,0,0,8.6625,S,No,3.1147834472498515
351,0,3,male,23.0,0,0,9.225,S,No,3.2055489111730338
353,0,3,male,15.0,1,1,7.2292,C,No,2.8538360040379223
354,0,3,male,25.0,1,0,17.8,S,No,4.153805336079036
356,0,3,male,28.0,0,0,9.5,S,No,3.2479275134435857
358,0,2,female,38.0,0,0,13.0,S,No,3.700439718141092
361,0,3,male,40.0,1,4,27.9,S,No,4.802193216941825
362,0,2,male,29.0,1,0,27.7208,C,No,4.792896987982205
363,0,3,female,45.0,0,1,14.4542,C,No,3.8534168567309104
364,0,3,male,35.0,0,0,7.05,S,No,2.817623257511431
366,0,3,male,30.0,0,0,7.25,S,No,2.8579809951275723
372,0,3,male,18.0,1,0,6.4958,S,No,2.699507213888535
373,0,3,male,19.0,0,0,8.05,S,No,3.0089887832272546
374,0,1,male,22.0,0,0,135.6333,C,No,7.0835676149075075
375,0,3,female,3.0,3,1,21.075,S,No,4.39746072605472
378,0,1,male,27.0,0,2,211.5,C,No,7.72451385311995
379,0,3,male,20.0,0,0,4.0125,C,No,2.004501392234941
380,0,3,male,19.0,0,0,7.775,S,No,2.95884267524324
383,0,3,male,32.0,0,0,7.925,S,No,2.986410935252045
386,0,2,male,18.0,0,0,73.5,S,No,6.199672344836364
387,0,3,male,1.0,5,2,46.9,S,No,5.551516017628014
393,0,3,male,28.0,2,0,7.925,S,No,2.986410935252045
396,0,3,male,22.0,0,0,7.7958,S,No,2.9626970789604314
397,0,3,female,31.0,0,0,7.8542,S,No,2.97346433537819
398,0,2,male,46.0,0,0,26.0,S,No,4.700439718141092
399,0,2,male,23.0,0,0,10.5,S,No,3.3923174227787602
402,0,3,male,26.0,0,0,8.05,S,No,3.0089887832272546
403,0,3,female,21.0,1,0,9.825,S,No,3.296457407371244
404,0,3,male,28.0,1,0,15.85,S,No,3.986410935252045
405,0,3,female,20.0,0,0,8.6625,S,No,3.1147834472498515
406,0,2,male,34.0,1,0,21.0,S,No,4.392317422778761
407,0,3,male,51.0,0,0,7.75,S,No,2.9541963103868754
409,0,3,male,21.0,0,0,7.775,S,No,2.95884267524324
419,0,2,male,30.0,0,0,13.0,S,No,3.700439718141092
420,0,3,female,10.0,0,2,24.15,S,No,4.593951283948411
422,0,3,male,21.0,0,0,7.7333,Q,No,2.9510841809925443
423,0,3,male,29.0,0,0,7.875,S,No,2.9772799234999163
424,0,3,female,28.0,1,1,14.4,S,No,3.84799690655495
425,0,3,male,18.0,1,1,20.2125,S,No,4.337175868586299
434,0,3,male,17.0,0,0,7.125,S,No,2.8328900141647417
435,0,1,male,50.0,1,0,55.9,S,No,5.804776377955828
437,0,3,female,21.0,2,2,34.375,S,No,5.103287808412022
439,0,1,male,64.0,1,4,263.0,S,No,8.038918989292302
440,0,2,male,31.0,0,0,10.5,S,No,3.3923174227787602
442,0,3,male,20.0,0,0,9.5,S,No,3.2479275134435857
443,0,3,male,25.0,1,0,7.775,S,No,2.95884267524324
451,0,2,male,36.0,1,2,27.75,S,No,4.794415866350106
453,0,1,male,30.0,0,0,27.75,C,No,4.794415866350106
457,0,1,male,65.0,0,0,26.55,S,No,4.730639955916791
462,0,3,male,34.0,0,0,8.05,S,No,3.0089887832272546
463,0,1,male,47.0,0,0,38.5,S,No,5.266786540694901
464,0,2,male,48.0,0,0,13.0,S,No,3.700439718141092
466,0,3,male,38.0,0,0,7.05,S,No,2.817623257511431
468,0,1,male,56.0,0,0,26.55,S,No,4.730639955916791
472,0,3,male,38.0,0,0,8.6625,S,No,3.1147834472498515
475,0,3,female,22.0,0,0,9.8375,S,No,3.2982917306201243
477,0,2,male,34.0,1,0,21.0,S,No,4.392317422778761
478,0,3,male,29.0,1,0,7.0458,S,No,2.8167635234983135
479,0,3,male,22.0,0,0,7.5208,S,No,2.910886131935597
481,0,3,male,9.0,5,2,46.9,S,No,5.551516017628014
483,0,3,male,50.0,0,0,8.05,S,No,3.0089887832272546
488,0,1,male,58.0,0,0,29.7,C,No,4.892391025913404
489,0,3,male,30.0,0,0,8.05,S,No,3.0089887832272546
492,0,3,male,21.0,0,0,7.25,S,No,2.8579809951275723
493,0,1,male,55.0,0,0,30.5,S,No,4.930737337562887
494,0,1,male,71.0,0,0,49.5042,C,No,5.629479025375049
495,0,3,male,21.0,0,0,8.05,S,No,3.0089887832272546
499,0,1,female,25.0,1,2,151.55,S,No,7.2436500418969665
500,0,3,male,24.0,0,0,7.7958,S,No,2.9626970789604314
501,0,3,male,17.0,0,0,8.6625,S,No,3.1147834472498515
502,0,3,female,21.0,0,0,7.75,Q,No,2.9541963103868754
504,0,3,female,37.0,0,0,9.5875,S,No,3.261154672615571
506,0,1,male,18.0,1,0,108.9,C,No,6.766860143829545
509,0,3,male,28.0,0,0,22.525,S,No,4.493455200926176
515,0,3,male,24.0,0,0,7.4958,S,No,2.9060824600865494
516,0,1,male,47.0,0,0,34.0208,S,No,5.088345161299084
520,0,3,male,32.0,0,0,7.8958,S,No,2.981085446903925
522,0,3,male,22.0,0,0,7.8958,S,No,2.981085446903925
526,0,3,male,40.5,0,0,7.75,Q,No,2.9541963103868754
529,0,3,male,39.0,0,0,7.925,S,No,2.986410935252045
530,0,2,male,23.0,2,1,11.5,S,No,3.523561956057013
533,0,3,male,17.0,1,1,7.2292,C,No,2.8538360040379223
535,0,3,female,30.0,0,0,8.6625,S,No,3.1147834472498515
537,0,1,male,45.0,0,0,26.55,S,No,4.730639955916791
542,0,3,female,9.0,4,2,31.275,S,No,4.966937979278457
543,0,3,female,11.0,4,2,31.275,S,No,4.966937979278457
545,0,1,male,50.0,1,0,106.425,C,No,6.733693279894345
546,0,1,male,64.0,0,0,26.0,S,No,4.700439718141092
549,0,3,male,33.0,1,1,20.525,S,No,4.359310316890443
552,0,2,male,27.0,0,0,26.0,S,No,4.700439718141092
556,0,1,male,62.0,0,0,26.55,S,No,4.730639955916791
562,0,3,male,40.0,0,0,7.8958,S,No,2.981085446903925
563,0,2,male,28.0,0,0,13.5,S,No,3.7548875021634687
566,0,3,male,24.0,2,0,24.15,S,No,4.593951283948411
567,0,3,male,19.0,0,0,7.8958,S,No,2.981085446903925
568,0,3,female,29.0,0,4,21.075,S,No,4.39746072605472
575,0,3,male,16.0,0,0,8.05,S,No,3.0089887832272546
576,0,3,male,19.0,0,0,14.5,S,No,3.8579809951275723
583,0,2,male,54.0,0,0,26.0,S,No,4.700439718141092
584,0,1,male,36.0,0,0,40.125,C,No,5.3264294871223035
587,0,2,male,47.0,0,0,15.0,S,No,3.9068905956085187
589,0,3,male,22.0,0,0,8.05,S,No,3.0089887832272546
591,0,3,male,35.0,0,0,7.125,S,No,2.8328900141647417
593,0,3,male,47.0,0,0,7.25,S,No,2.8579809951275723
595,0,2,male,37.0,1,0,26.0,S,No,4.700439718141092
596,0,3,male,36.0,1,1,24.15,S,No,4.593951283948411
598,0,3,male,49.0,0,0,0.0,S,No,-inf
604,0,3,male,44.0,0,0,8.05,S,No,3.0089887832272546
606,0,3,male,36.0,1,0,15.55,S,No,3.95884267524324
607,0,3,male,30.0,0,0,7.8958,S,No,2.981085446903925
611,0,3,female,39.0,1,5,31.275,S,No,4.966937979278457
615,0,3,male,35.0,0,0,8.05,S,No,3.0089887832272546
617,0,3,male,34.0,1,1,14.4,S,No,3.84799690655495
618,0,3,female,26.0,1,0,16.1,S,No,4.008988783227255
620,0,2,male,26.0,0,0,10.5,S,No,3.3923174227787602
621,0,3,male,27.0,1,0,14.4542,C,No,3.8534168567309104
624,0,3,male,21.0,0,0,7.8542,S,No,2.97346433537819
625,0,3,male,21.0,0,0,16.1,S,No,4.008988783227255
626,0,1,male,61.0,0,0,32.3208,S,No,5.0143910028084075
627,0,2,male,57.0,0,0,12.35,Q,No,3.626439136697315
629,0,3,male,26.0,0,0,7.8958,S,No,2.981085446903925
632,0,3,male,51.0,0,0,7.0542,S,No,2.8184824794950725
635,0,3,female,9.0,3,2,27.9,S,No,4.802193216941825
637,0,3,male,32.0,0,0,7.925,S,No,2.986410935252045
638,0,2,male,31.0,1,1,26.25,S,No,4.714245517666122
639,0,3,female,41.0,0,5,39.6875,S,No,5.310612781659528
641,0,3,male,20.0,0,0,7.8542,S,No,2.97346433537819
643,0,3,female,2.0,3,2,27.9,S,No,4.802193216941825
647,0,3,male,19.0,0,0,7.8958,S,No,2.981085446903925
653,0,3,male,21.0,0,0,8.4333,S,No,3.0760972767225816
655,0,3,female,18.0,0,0,6.75,Q,No,2.7548875021634687
656,0,2,male,24.0,2,0,73.5,S,No,6.199672344836364
658,0,3,female,32.0,1,1,15.5,Q,No,3.9541963103868754
659,0,2,male,23.0,0,0,13.0,S,No,3.700439718141092
660,0,1,male,58.0,0,2,113.275,C,No,6.823685680626027
662,0,3,male,40.0,0,0,7.225,C,No,2.8529975876133165
663,0,1,male,47.0,0,0,25.5875,S,No,4.677367292136048
664,0,3,male,36.0,0,0,7.4958,S,No,2.9060824600865494
666,0,2,male,32.0,2,0,73.5,S,No,6.199672344836364
667,0,2,male,25.0,0,0,13.0,S,No,3.700439718141092
669,0,3,male,43.0,0,0,8.05,S,No,3.0089887832272546
672,0,1,male,31.0,1,0,52.0,S,No,5.700439718141092
673,0,2,male,70.0,0,0,10.5,S,No,3.3923174227787602
676,0,3,male,18.0,0,0,7.775,S,No,2.95884267524324
677,0,3,male,24.5,0,0,8.05,S,No,3.0089887832272546
679,0,3,female,43.0,1,6,46.9,S,No,5.551516017628014
683,0,3,male,20.0,0,0,9.225,S,No,3.2055489111730338
684,0,3,male,14.0,5,2,46.9,S,No,5.551516017628014
685,0,2,male,60.0,1,1,39.0,S,No,5.285402218862249
686,0,2,male,25.0,1,2,41.5792,C,No,5.3777900953362705
687,0,3,male,14.0,4,1,39.6875,S,No,5.310612781659528
688,0,3,male,19.0,0,0,10.1708,S,No,3.3463612559550033
689,0,3,male,18.0,0,0,7.7958,S,No,2.9626970789604314
694,0,3,male,25.0,0,0,7.225,C,No,2.8529975876133165
695,0,1,male,60.0,0,0,26.55,S,No,4.730639955916791
696,0,2,male,52.0,0,0,13.5,S,No,3.7548875021634687
697,0,3,male,44.0,0,0,8.05,S,No,3.0089887832272546
699,0,1,male,49.0,1,1,110.8833,C,No,6.792898289075961
700,0,3,male,42.0,0,0,7.65,S,No,2.9354597478052895
703,0,3,female,18.0,0,1,14.4542,C,No,3.8534168567309104
704,0,3,male,25.0,0,0,7.7417,Q,No,2.9526504025800975
705,0,3,male,26.0,1,0,7.8542,S,No,2.97346433537819
706,0,2,male,39.0,0,0,26.0,S,No,4.700439718141092
714,0,3,male,29.0,0,0,9.4833,S,No,3.2453891757048248
715,0,2,male,52.0,0,0,13.0,S,No,3.700439718141092
716,0,3,male,19.0,0,0,7.65,S,No,2.9354597478052895
720,0,3,male,33.0,0,0,7.775,S,No,2.95884267524324
722,0,3,male,17.0,1,0,7.0542,S,No,2.8184824794950725
723,0,2,male,34.0,0,0,13.0,S,No,3.700439718141092
724,0,2,male,50.0,0,0,13.0,S,No,3.700439718141092
726,0,3,male,20.0,0,0,8.6625,S,No,3.1147834472498515
729,0,2,male,25.0,1,0,26.0,S,No,4.700439718141092
730,0,3,female,25.0,1,0,7.925,S,No,2.986410935252045
732,0,3,male,11.0,0,0,18.7875,C,No,4.231701199029002
734,0,2,male,23.0,0,0,13.0,S,No,3.700439718141092
735,0,2,male,23.0,0,0,13.0,S,No,3.700439718141092
736,0,3,male,28.5,0,0,16.1,S,No,4.008988783227255
737,0,3,female,48.0,1,3,34.375,S,No,5.103287808412022
742,0,1,male,36.0,1,0,78.85,S,No,6.301038849903148
744,0,3,male,24.0,1,0,16.1,S,No,4.008988783227255
746,0,1,male,70.0,1,1,71.0,S,No,6.149747119504682
747,0,3,male,16.0,1,1,20.25,S,No,4.339850002884624
749,0,1,male,19.0,1,0,53.1,S,No,5.730639955916791
750,0,3,male,31.0,0,0,7.75,Q,No,2.9541963103868754
753,0,3,male,33.0,0,0,9.5,S,No,3.2479275134435857
754,0,3,male,23.0,0,0,7.8958,S,No,2.981085446903925
757,0,3,male,28.0,0,0,7.7958,S,No,2.9626970789604314
758,0,2,male,18.0,0,0,11.5,S,No,3.523561956057013
759,0,3,male,34.0,0,0,8.05,S,No,3.0089887832272546
762,0,3,male,41.0,0,0,7.125,S,No,2.8328900141647417
765,0,3,male,16.0,0,0,7.775,S,No,2.95884267524324
768,0,3,female,30.5,0,0,7.75,Q,No,2.9541963103868754
770,0,3,male,32.0,0,0,8.3625,S,No,3.0639343057540986
771,0,3,male,24.0,0,0,9.5,S,No,3.2479275134435857
772,0,3,male,48.0,0,0,7.8542,S,No,2.97346433537819
773,0,2,female,57.0,0,0,10.5,S,No,3.3923174227787602
776,0,3,male,18.0,0,0,7.75,S,No,2.9541963103868754
783,0,1,male,29.0,0,0,30.0,S,No,4.906890595608519
785,0,3,male,25.0,0,0,7.05,S,No,2.817623257511431
786,0,3,male,25.0,0,0,7.25,S,No,2.8579809951275723
788,0,3,male,8.0,4,1,29.125,Q,No,4.864186144654281
790,0,1,male,46.0,0,0,79.2,C,No,6.307428525192248
792,0,2,male,16.0,0,0,26.0,S,No,4.700439718141092
795,0,3,male,25.0,0,0,7.8958,S,No,2.981085446903925
796,0,2,male,39.0,0,0,13.0,S,No,3.700439718141092
799,0,3,male,30.0,0,0,7.2292,C,No,2.8538360040379223
800,0,3,female,30.0,1,1,24.15,S,No,4.593951283948411
801,0,2,male,34.0,0,0,13.0,S,No,3.700439718141092
806,0,3,male,31.0,0,0,7.775,S,No,2.95884267524324
807,0,1,male,39.0,0,0,0.0,S,No,-inf
808,0,3,female,18.0,0,0,7.775,S,No,2.95884267524324
809,0,2,male,39.0,0,0,13.0,S,No,3.700439718141092
811,0,3,male,26.0,0,0,7.8875,S,No,2.979568100095187
812,0,3,male,39.0,0,0,24.15,S,No,4.593951283948411
813,0,2,male,35.0,0,0,10.5,S,No,3.3923174227787602
814,0,3,female,6.0,4,2,31.275,S,No,4.966937979278457
815,0,3,male,30.5,0,0,8.05,S,No,3.0089887832272546
817,0,3,female,23.0,0,0,7.925,S,No,2.986410935252045
818,0,2,male,31.0,1,1,37.0042,C,No,5.209617121717881
819,0,3,male,43.0,0,0,6.45,S,No,2.689299160535892
820,0,3,male,10.0,3,2,27.9,S,No,4.802193216941825
823,0,1,male,38.0,0,0,0.0,S,No,-inf
825,0,3,male,2.0,4,1,39.6875,S,No,5.310612781659528
834,0,3,male,23.0,0,0,7.8542,S,No,2.97346433537819
835,0,3,male,18.0,0,0,8.3,S,No,3.0531113364595623
837,0,3,male,21.0,0,0,8.6625,S,No,3.1147834472498515
841,0,3,male,20.0,0,0,7.925,S,No,2.986410935252045
842,0,2,male,16.0,0,0,10.5,S,No,3.3923174227787602
844,0,3,male,34.5,0,0,6.4375,C,No,2.6865005271832185
845,0,3,male,17.0,0,0,8.6625,S,No,3.1147834472498515
846,0,3,male,42.0,0,0,7.55,S,No,2.9164766444377164
848,0,3,male,35.0,0,0,7.8958,C,No,2.981085446903925
849,0,2,male,28.0,0,1,33.0,S,No,5.044394119358453
851,0,3,male,4.0,4,2,31.275,S,No,4.966937979278457
852,0,3,male,74.0,0,0,7.775,S,No,2.95884267524324
853,0,3,female,9.0,1,1,15.2458,C,No,3.930339950433508
855,0,2,female,44.0,1,0,26.0,S,No,4.700439718141092
861,0,3,male,41.0,2,0,14.1083,S,No,3.8184722536710685
862,0,2,male,21.0,1,0,11.5,S,No,3.523561956057013
865,0,2,male,24.0,0,0,13.0,S,No,3.700439718141092
868,0,1,male,31.0,0,0,50.4958,S,No,5.658091491243727
871,0,3,male,26.0,0,0,7.8958,S,No,2.981085446903925
873,0,1,male,33.0,0,0,5.0,S,No,2.321928094887362
874,0,3,male,47.0,0,0,9.0,S,No,3.169925001442312
877,0,3,male,20.0,0,0,9.8458,S,No,3.2995084340742307
878,0,3,male,19.0,0,0,7.8958,S,No,2.981085446903925
882,0,3,male,33.0,0,0,7.8958,S,No,2.981085446903925
883,0,3,female,22.0,0,0,10.5167,S,No,3.3946101720927455
884,0,2,male,28.0,0,0,10.5,S,No,3.3923174227787602
885,0,3,male,25.0,0,0,7.05,S,No,2.817623257511431
886,0,3,female,39.0,0,5,29.125,Q,No,4.864186144654281
887,0,2,male,27.0,0,0,13.0,S,No,3.700439718141092
891,0,3,male,32.0,0,0,7.75,Q,No,2.9541963103868754
